0.005 0 0
47.2691 0 0
110.652 0 0
179.394 0 0.913293
247.912 0 1.27639
316.899 0 1.55146
386.044 0 1.72465
455.025 0 1.81921
524.326 0 1.88149
593.599 0 1.9232
662.894 0 1.95388
732.199 0 1.97911
801.527 0 2.00037
870.892 6.30172e-07 2.01811
939.567 0.593019 2.0329
1009.02 1.0818 2.04546
1078.52 1.33647 2.05624
1148.08 1.48975 2.06603
1217.69 1.59771 2.07502
1287.35 1.68141 2.08309
1357.06 1.74927 2.09025
1426.8 1.80928 2.09656
1491.53 1.8591 2.10173
1553.65 1.9009 2.10615
1614.91 1.93675 2.11008
1675.67 1.96735 2.11359
1736.08 1.99342 2.11674
1796.25 2.01565 2.11958
1855.17 2.03439 2.12212
1914.97 2.05082 2.12447
1974.62 2.06503 2.12663
2034.16 2.07737 2.1286
2093.59 2.08813 2.13041
2152.94 2.09753 2.13207
2212.22 2.10577 2.1336
2271.43 2.11301 2.135
2330.59 2.11939 2.13628
2389.7 2.125 2.13745
2448.77 2.12995 2.1385
2507.8 2.13433 2.13946
2566.8 2.13822 2.14034
2625.77 2.14168 2.14113
2684.72 2.14476 2.14184
2743.01 2.14748 2.14248
2801.92 2.14993 2.14306
2860.8 2.15211 2.14359
2919.67 2.15406 2.14406
2978.53 2.15581 2.14449
3037.37 2.15737 2.14488
3096.21 2.15876 2.14523
3155.03 2.16001 2.14554
3213.85 2.16113 2.14582
3272.65 2.16217 2.14612
3331.44 2.16316 2.14642
3390.26 2.16405 2.14669
3449.09 2.16483 2.14693
3507.91 2.16546 2.14716
3566.73 2.16607 2.14738
3624.7 2.16664 2.14757
3683.51 2.16719 2.14775
3742.32 2.16771 2.14793
3801.13 2.16819 2.14809
3859.93 2.16865 2.14824
3918.73 2.16908 2.14839
3977.53 2.16949 2.14852
4036.32 2.16987 2.14866
4095.11 2.17024 2.14878
4153.9 2.17059 2.1489
4212.68 2.17091 2.14901
4271.47 2.17123 2.14911
4330.25 2.17152 2.1492
4389.03 2.1718 2.14929
4447.81 2.17207 2.14937
4505.88 2.17233 2.14944
4564.65 2.17257 2.14952
4623.43 2.1728 2.14959
4682.2 2.17302 2.14966
4740.97 2.17321 2.14972
4799.74 2.1734 2.14979
4858.51 2.17357 2.14987
4917.28 2.17374 2.14998
4976.04 2.17389 2.15011
5034.81 2.17403 2.15023
5093.57 2.17417 2.15034
5152.33 2.1743 2.15044
5211.1 2.17444 2.15053
5269.86 2.17492 2.15061
5328.62 2.1759 2.15068
5387.38 2.17674 2.15075
5445.24 2.17744 2.15081
5503.99 2.17808 2.15087
5562.74 2.17863 2.15094
5621.48 2.17908 2.151
5680.22 2.17946 2.15107
5738.96 2.17977 2.15114
5797.69 2.18004 2.15121
5856.42 2.18029 2.15128
5915.15 2.18054 2.15135
5973.87 2.18083 2.15143
6032.59 2.18115 2.15152
6091.3 2.18153 2.15162
6150.01 2.18194 2.15173
6208.71 2.18239 2.15184
6267.41 2.18287 2.15198
6325.24 2.18336 2.15218
6383.93 2.18389 2.15236
6442.61 2.18443 2.15252
6501.29 2.18498 2.15267
6559.97 2.18552 2.15282
6618.64 2.18605 2.15295
6677.31 2.18655 2.15309
6735.98 2.18704 2.15322
6794.64 2.18749 2.15334
6853.3 2.18793 2.15346
6911.96 2.18833 2.15357
6970.62 2.18871 2.15368
7029.27 2.18908 2.15378
7087.92 2.18942 2.15388
7146.57 2.18975 2.15397
