$Element Number
43512
$Element_id  Value
0  0.00000000000000000000e+00  0.00000000000000000000e+00
1  0.00000000000000000000e+00  0.00000000000000000000e+00
2  0.00000000000000000000e+00  0.00000000000000000000e+00
3  0.00000000000000000000e+00  0.00000000000000000000e+00
4  0.00000000000000000000e+00  0.00000000000000000000e+00
5  4.50961624479239851955e-06  3.21758177578322253750e-06
6  4.14579323035268543994e-06  9.09211251510766488023e-10
7  0.00000000000000000000e+00  0.00000000000000000000e+00
8  0.00000000000000000000e+00  0.00000000000000000000e+00
9  0.00000000000000000000e+00  0.00000000000000000000e+00
10  0.00000000000000000000e+00  0.00000000000000000000e+00
11  0.00000000000000000000e+00  0.00000000000000000000e+00
12  5.25295077506344805127e-06  2.85348143392570723583e-06
13  1.14229864722491867136e-05  7.71311569931823979294e-06
14  1.66348252382894199635e-05  2.02356364683131849315e-05
15  -3.01774350351657222482e-06  0.00000000000000000000e+00
16  -1.82374760766479720707e-06  0.00000000000000000000e+00
17  0.00000000000000000000e+00  0.00000000000000000000e+00
18  0.00000000000000000000e+00  0.00000000000000000000e+00
19  0.00000000000000000000e+00  0.00000000000000000000e+00
20  0.00000000000000000000e+00  0.00000000000000000000e+00
21  0.00000000000000000000e+00  0.00000000000000000000e+00
22  0.00000000000000000000e+00  0.00000000000000000000e+00
23  0.00000000000000000000e+00  0.00000000000000000000e+00
24  0.00000000000000000000e+00  0.00000000000000000000e+00
25  2.44967476438237938011e-08  0.00000000000000000000e+00
26  4.71279242158100905889e-06  3.51004972187206923758e-06
27  1.06577706128711221015e-05  7.89399231014240698029e-06
28  1.60932846108461617837e-05  1.09344096000430453307e-05
29  2.10197340483728363231e-05  6.31757456834563656690e-05
30  -6.82510494959963764786e-06  5.67389080847789822496e-06
31  -3.01577227058990591897e-06  5.50938714021949892433e-06
32  0.00000000000000000000e+00  2.21018033768913304936e-06
33  0.00000000000000000000e+00  0.00000000000000000000e+00
34  0.00000000000000000000e+00  0.00000000000000000000e+00
35  0.00000000000000000000e+00  0.00000000000000000000e+00
36  0.00000000000000000000e+00  0.00000000000000000000e+00
37  0.00000000000000000000e+00  0.00000000000000000000e+00
38  0.00000000000000000000e+00  0.00000000000000000000e+00
39  0.00000000000000000000e+00  0.00000000000000000000e+00
40  0.00000000000000000000e+00  0.00000000000000000000e+00
41  7.02614004656456765757e-10  5.06564861649225023582e-06
42  3.22830278047133825532e-06  1.05168652071642927838e-05
43  1.59111579687186763385e-05  1.42326744499930606585e-05
44  3.06988651349578842088e-05  1.44266065525981570063e-05
45  9.57011127821610896576e-05  1.46632547147197125816e-04
46  -4.24060817047831727376e-06  1.38856564552945218292e-05
47  -2.15135326509498970521e-06  1.07326808456569829331e-05
48  0.00000000000000000000e+00  3.69606732407201147463e-06
49  0.00000000000000000000e+00  0.00000000000000000000e+00
50  0.00000000000000000000e+00  0.00000000000000000000e+00
51  0.00000000000000000000e+00  0.00000000000000000000e+00
52  0.00000000000000000000e+00  0.00000000000000000000e+00
53  0.00000000000000000000e+00  0.00000000000000000000e+00
54  0.00000000000000000000e+00  0.00000000000000000000e+00
55  0.00000000000000000000e+00  0.00000000000000000000e+00
56  0.00000000000000000000e+00  0.00000000000000000000e+00
57  0.00000000000000000000e+00  0.00000000000000000000e+00
58  0.00000000000000000000e+00  0.00000000000000000000e+00
59  1.02885516814146174432e-09  1.46331761173144156727e-05
60  3.84153184111333827249e-06  1.19746079399837641654e-05
61  5.67081632058486513056e-06  1.80872881745956006492e-05
62  1.58661677714007828539e-05  1.06260396876169280428e-05
63  4.94548270415216161466e-05  7.86906331343002437336e-05
64  -7.05934536438599135645e-06  1.05158149770043330231e-04
65  -2.26444708388909245859e-06  1.14680154023224543323e-05
66  0.00000000000000000000e+00  3.99747301343437849832e-06
67  0.00000000000000000000e+00  0.00000000000000000000e+00
68  0.00000000000000000000e+00  0.00000000000000000000e+00
69  0.00000000000000000000e+00  0.00000000000000000000e+00
70  0.00000000000000000000e+00  0.00000000000000000000e+00
71  0.00000000000000000000e+00  0.00000000000000000000e+00
72  0.00000000000000000000e+00  0.00000000000000000000e+00
73  0.00000000000000000000e+00  0.00000000000000000000e+00
74  0.00000000000000000000e+00  0.00000000000000000000e+00
75  0.00000000000000000000e+00  0.00000000000000000000e+00
76  0.00000000000000000000e+00  0.00000000000000000000e+00
77  0.00000000000000000000e+00  0.00000000000000000000e+00
78  3.49724727511453727464e-09  1.72402920200309465440e-05
79  4.97312328074028015299e-06  1.36411841988095377669e-05
80  5.30125617752226624809e-06  1.74456258471054934491e-05
81  1.67245269598838346104e-05  1.27774444095498144835e-05
82  5.10087806959542844755e-05  4.75423982648964305649e-05
83  -2.35029669368355281528e-05  1.83685801958080862370e-04
84  -2.56531060857311368398e-06  1.06182598698747280170e-05
85  0.00000000000000000000e+00  3.90408622145498916483e-06
86  0.00000000000000000000e+00  0.00000000000000000000e+00
87  0.00000000000000000000e+00  0.00000000000000000000e+00
88  0.00000000000000000000e+00  0.00000000000000000000e+00
89  0.00000000000000000000e+00  0.00000000000000000000e+00
90  0.00000000000000000000e+00  0.00000000000000000000e+00
91  0.00000000000000000000e+00  0.00000000000000000000e+00
92  0.00000000000000000000e+00  0.00000000000000000000e+00
93  0.00000000000000000000e+00  0.00000000000000000000e+00
94  0.00000000000000000000e+00  0.00000000000000000000e+00
95  0.00000000000000000000e+00  0.00000000000000000000e+00
96  0.00000000000000000000e+00  0.00000000000000000000e+00
97  0.00000000000000000000e+00  0.00000000000000000000e+00
98  0.00000000000000000000e+00  0.00000000000000000000e+00
99  0.00000000000000000000e+00  0.00000000000000000000e+00
100  0.00000000000000000000e+00  0.00000000000000000000e+00
101  6.61569440877669203409e-09  1.30404511293112879779e-05
102  2.32695630870448431742e-05  2.86088457729357647521e-05
103  2.15236716500335473049e-05  1.74902134177068978305e-05
104  1.68609985226422605582e-05  2.20409871138915171242e-05
105  1.29228781176892168399e-05  4.51841408768729788201e-05
106  -7.85743747837885816694e-05  3.25574986070970018304e-04
107  -5.57243310568180172447e-06  1.16672092811450501252e-05
108  0.00000000000000000000e+00  3.26973591973233089015e-06
109  0.00000000000000000000e+00  0.00000000000000000000e+00
110  0.00000000000000000000e+00  0.00000000000000000000e+00
111  0.00000000000000000000e+00  0.00000000000000000000e+00
112  0.00000000000000000000e+00  0.00000000000000000000e+00
113  0.00000000000000000000e+00  0.00000000000000000000e+00
114  0.00000000000000000000e+00  0.00000000000000000000e+00
115  0.00000000000000000000e+00  0.00000000000000000000e+00
116  0.00000000000000000000e+00  0.00000000000000000000e+00
117  0.00000000000000000000e+00  0.00000000000000000000e+00
118  0.00000000000000000000e+00  0.00000000000000000000e+00
119  0.00000000000000000000e+00  0.00000000000000000000e+00
120  0.00000000000000000000e+00  0.00000000000000000000e+00
121  0.00000000000000000000e+00  0.00000000000000000000e+00
122  0.00000000000000000000e+00  0.00000000000000000000e+00
123  0.00000000000000000000e+00  0.00000000000000000000e+00
124  0.00000000000000000000e+00  0.00000000000000000000e+00
125  0.00000000000000000000e+00  0.00000000000000000000e+00
126  1.74213840461840252925e-09  9.06253927528521156722e-06
127  1.52320928025446787846e-05  1.99656054138726454762e-05
128  2.06080193628678119602e-05  2.63636883677708164361e-05
129  1.90871056677743542211e-05  2.89732631409855827416e-05
130  6.43915224751841165293e-05  1.99605266942998004062e-04
131  -5.62244128215573567373e-05  1.64248262307871932932e-04
132  -4.99428266827347051751e-06  7.07729305411547980099e-06
133  0.00000000000000000000e+00  2.63778014483664529835e-06
134  0.00000000000000000000e+00  0.00000000000000000000e+00
135  0.00000000000000000000e+00  0.00000000000000000000e+00
136  0.00000000000000000000e+00  0.00000000000000000000e+00
137  0.00000000000000000000e+00  0.00000000000000000000e+00
138  0.00000000000000000000e+00  0.00000000000000000000e+00
139  0.00000000000000000000e+00  0.00000000000000000000e+00
140  0.00000000000000000000e+00  0.00000000000000000000e+00
141  0.00000000000000000000e+00  0.00000000000000000000e+00
142  0.00000000000000000000e+00  0.00000000000000000000e+00
143  0.00000000000000000000e+00  0.00000000000000000000e+00
144  0.00000000000000000000e+00  0.00000000000000000000e+00
145  0.00000000000000000000e+00  0.00000000000000000000e+00
146  0.00000000000000000000e+00  0.00000000000000000000e+00
147  0.00000000000000000000e+00  0.00000000000000000000e+00
148  0.00000000000000000000e+00  0.00000000000000000000e+00
149  0.00000000000000000000e+00  0.00000000000000000000e+00
150  0.00000000000000000000e+00  0.00000000000000000000e+00
151  0.00000000000000000000e+00  0.00000000000000000000e+00
152  1.71511639247974190811e-09  9.00327132341948300868e-06
153  1.97743259022537997349e-05  2.06567188971232070676e-05
154  1.25498026907968495439e-05  2.42897622332294464502e-05
155  1.47054622340044944341e-05  2.80157277970882735935e-05
156  5.37825289508093559092e-05  3.04126569602128425489e-04
157  -6.85291327220423888587e-05  5.19295635863575925613e-05
158  -8.53534783552407477205e-06  4.69996117897706975469e-06
159  0.00000000000000000000e+00  2.75988271843238895908e-06
160  0.00000000000000000000e+00  0.00000000000000000000e+00
161  0.00000000000000000000e+00  0.00000000000000000000e+00
162  0.00000000000000000000e+00  0.00000000000000000000e+00
163  0.00000000000000000000e+00  0.00000000000000000000e+00
164  0.00000000000000000000e+00  0.00000000000000000000e+00
165  0.00000000000000000000e+00  0.00000000000000000000e+00
166  0.00000000000000000000e+00  0.00000000000000000000e+00
167  0.00000000000000000000e+00  0.00000000000000000000e+00
168  0.00000000000000000000e+00  0.00000000000000000000e+00
169  0.00000000000000000000e+00  0.00000000000000000000e+00
170  0.00000000000000000000e+00  0.00000000000000000000e+00
171  0.00000000000000000000e+00  0.00000000000000000000e+00
172  0.00000000000000000000e+00  0.00000000000000000000e+00
173  0.00000000000000000000e+00  0.00000000000000000000e+00
174  0.00000000000000000000e+00  0.00000000000000000000e+00
175  0.00000000000000000000e+00  0.00000000000000000000e+00
176  0.00000000000000000000e+00  0.00000000000000000000e+00
177  0.00000000000000000000e+00  0.00000000000000000000e+00
178  0.00000000000000000000e+00  0.00000000000000000000e+00
179  0.00000000000000000000e+00  0.00000000000000000000e+00
180  1.19897864345122816496e-09  1.16073124185200305492e-05
