0.005 -1.663 0.976
47.2691 -1.663 0.976
110.652 -1.663 0.976
179.394 -1.663 1.88277
247.912 -1.663 2.24965
316.899 -1.663 2.52507
386.044 -1.663 2.69944
455.025 -1.663 2.79445
524.326 -1.663 2.85699
593.599 -1.663 2.89885
662.894 -1.663 2.92961
732.199 -1.663 2.95488
801.527 -1.663 2.97618
870.892 -1.663 2.99395
939.567 -1.07649 3.00876
1009.02 -0.584579 3.02134
1078.52 -0.328363 3.03214
1148.08 -0.174511 3.04193
1217.69 -0.0662305 3.05093
1287.35 0.0176686 3.05901
1357.06 0.085637 3.06618
1426.8 0.145715 3.0725
1491.53 0.195646 3.07768
1553.65 0.237513 3.08211
1614.91 0.273422 3.08605
1675.67 0.304069 3.08956
1736.08 0.330181 3.09271
1796.25 0.352445 3.09556
1855.17 0.37121 3.09809
1914.97 0.387666 3.10045
1974.62 0.401896 3.10261
2034.16 0.414256 3.10458
2093.59 0.425025 3.10639
2152.94 0.43444 3.10805
2212.22 0.442692 3.10958
2271.43 0.449939 3.11099
2330.59 0.456328 3.11227
2389.7 0.461944 3.11343
2448.77 0.466901 3.11449
2507.8 0.471288 3.11546
2566.8 0.475186 3.11633
2625.77 0.47865 3.11712
2684.72 0.481733 3.11783
2743.01 0.484452 3.11847
2801.92 0.486903 3.11906
2860.8 0.48909 3.11958
2919.67 0.491044 3.12006
2978.53 0.49279 3.12049
3037.37 0.494352 3.12088
3096.21 0.495748 3.12122
3155.03 0.496998 3.12154
3213.85 0.498117 3.12182
3272.65 0.499163 3.12212
3331.44 0.500147 3.12241
3390.26 0.501045 3.12268
3449.09 0.501824 3.12293
3507.91 0.502456 3.12316
3566.73 0.503067 3.12338
3624.7 0.503638 3.12357
3683.51 0.504186 3.12375
3742.32 0.504703 3.12392
3801.13 0.505189 3.12409
3859.93 0.505647 3.12424
3918.73 0.506078 3.12438
3977.53 0.506485 3.12452
4036.32 0.50687 3.12465
4095.11 0.507235 3.12478
4153.9 0.507582 3.1249
4212.68 0.507911 3.125
4271.47 0.508223 3.12511
4330.25 0.508517 3.1252
4389.03 0.508796 3.12529
4447.81 0.509066 3.12537
4505.88 0.509324 3.12544
4564.65 0.50957 3.12552
4623.43 0.509799 3.12559
4682.2 0.510013 3.12566
4740.97 0.510212 3.12572
4799.74 0.510398 3.12579
4858.51 0.510572 3.12587
4917.28 0.510734 3.12598
4976.04 0.510887 3.12611
5034.81 0.51103 3.12623
5093.57 0.511167 3.12634
5152.33 0.511303 3.12644
5211.1 0.511442 3.12653
5269.86 0.511914 3.12661
5328.62 0.512888 3.12668
5387.38 0.513728 3.12675
5445.24 0.514432 3.12681
5503.99 0.515077 3.12687
5562.74 0.515623 3.12693
5621.48 0.51608 3.127
5680.22 0.516459 3.12707
5738.96 0.516772 3.12714
5797.69 0.517036 3.1272
5856.42 0.517283 3.12728
5915.15 0.51754 3.12735
5973.87 0.517822 3.12743
6032.59 0.518148 3.12752
6091.3 0.518522 3.12762
6150.01 0.51894 3.12773
6208.71 0.519389 3.12784
6267.41 0.519865 3.12798
6325.24 0.520358 3.12818
6383.93 0.520884 3.12836
6442.61 0.521429 3.12852
6501.29 0.521973 3.12867
6559.97 0.522511 3.12882
6618.64 0.523041 3.12895
6677.31 0.52355 3.12909
6735.98 0.524034 3.12921
6794.64 0.52449 3.12934
6853.3 0.524921 3.12946
6911.96 0.525327 3.12957
6970.62 0.52571 3.12968
7029.27 0.526073 3.12978
7087.92 0.526417 3.12987
7146.57 0.526742 3.12997
